ASV_ID,taxonomy,Taxon,Taxon Level,Trophic Mode,Guild,Growth Morphology,Trait,Confidence Ranking,Notes,Citation/Source,,,,,,,,,,,
ASV_10195,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Mycenella;trachyspora,Tricholomataceae,9,Pathotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite,Agaricoid,NULL,Probable,Tricholoma species are ectomycorrhizal, occurring in coniferous and broadleaved forests (Cannon & Kirk 2007); T. sclerotoideum is parasitic on Helvella spp.,Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275),,,,,,,,
ASV_10196,Fungi;Ascomycota;Leotiomycetes;Thelebolales;Pseudeurotiaceae;Connersia;NA,Connersia,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_10197,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Clavariaceae;Clavulinopsis;NA,Clavulinopsis,13,Saprotroph,Undefined Saprotroph,Clavarioid,NULL,Probable,NULL,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)),,,,,,,,,
ASV_102,Fungi;Basidiomycota;Agaricomycetes;Polyporales;Ganodermataceae;Ganoderma;applanatum,Ganoderma,13,Pathotroph-Saprotroph,Plant Pathogen-Wood Saprotroph,Polyporoid,White Rot,Highly Probable,Lignicolous, causing sometimes agressive white rots of timber (Cannon & Kirk 2007),Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275),,,,,,
ASV_1020,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;megacystidiosus,Cortinarius,13,Symbiotroph,Ectomycorrhizal,Agaricoid,NULL,Highly Probable,NULL,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)),,,,,,,,,
ASV_10205,Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Entomortierella;beljakovae,Mortierellaceae,9,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Microfungus,NULL,Possible,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739)),,,,,,,,
ASV_10209,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Stephanosporaceae;Lindtneria;NA,Lindtneria,13,Saprotroph,Wood Saprotroph,Corticioid,White Rot,Probable,NULL,Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (as not ECM).,,,,,,,
ASV_1021,Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Lactarius;fluens,Lactarius,13,Symbiotroph,Ectomycorrhizal,Agaricoid,NULL,Highly Probable,Common name - milk-cap,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)),,,,,,,,,
ASV_10212,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Gymnoascaceae;Leucothecium;emdenii,Leucothecium,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_10214,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Coprinopsis;semitalis,Psathyrellaceae,9,Saprotroph,Dung Saprotroph-Plant Saprotroph-Wood Saprotroph,Agaricoid,NULL,Probable,Saprobic, in grass, on dung, rotten wood and similar substrata (Cannon & Kirk 2007),Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275),,,,,,
ASV_10219,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Capnodiales_fam_Incertae_sedis;Arthrocatena;NA,Arthrocatena,13,Saprotroph,Undefined Saprotroph,Microfungus,NULL,Highly Probable,On rock (Egidi et al. 2014),Egidi E, et al. 2014. Fungal Diversity 65:127-165 ((https://doi.org/10.1007/s13225-013-0277-y)),,,,,,,,,,
ASV_1022,Fungi;Ascomycota;Leotiomycetes;Helotiales;Leptodontidiaceae;Leptodontidium;NA,Leptodontidium,13,Symbiotroph,Endophyte,NULL,NULL,Highly Probable,Dark Septate Endophyte, known from plant roots.,Jumpponen A, Trappe J. 1998. New Phytologist 140:295-310 ((https://doi.org/10.1046/j.1469-8137.1998.00265.x)) (as DSE); Taylor DL, et al. 2014. Ecological Monographs 8:43-20 ((https://esajournals.onlinelibrary.wiley.com/doi/10.1890/12-1693.1)),,,,,,,,
ASV_10226,Fungi;Ascomycota;Sordariomycetes;Thyridiales;Thyridiaceae;Thyridium;NA,Thyridium,13,Saprotroph,Wood Saprotroph,Microfungus,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_10229,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;NA,Cortinarius,13,Symbiotroph,Ectomycorrhizal,Agaricoid,NULL,Highly Probable,NULL,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)),,,,,,,,,
ASV_10235,Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;NA;NA,Pyronemataceae,9,Saprotroph-Symbiotroph,Dung Saprotroph-Ectomycorrhizal-Soil Saprotroph-Wood Saprotroph,Gasteroid-Pezizoid,NULL,Possible,Saprobic on soil, dung or rotten wood or mycorrhizal, some species hypogeous, others associated with fire sites (Cannon & Kirk 2007),Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275),,,,,,
ASV_10238,Fungi;Ascomycota;Lecanoromycetes;Ostropales;Graphidaceae;Graphis;scripta,Graphis,13,Symbiotroph,Lichenized,Thallus,NULL,Highly Probable,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,,,,
ASV_1025,Fungi;Ascomycota;Sordariomycetes;Diaporthales;Valsaceae;Cytospora;galegicola,Cytospora,13,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Plant Pathogen-Wood Saprotroph,Microfungus,Soft Rot,Probable,NULL,Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,
ASV_10256,Fungi;Ascomycota;Sordariomycetes;Microascales;Halosphaeriaceae;Halosarpheia;NA,Halosarpheia,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_10263,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;Conocybe;parapilosella,Conocybe,13,Saprotroph,Undefined Saprotroph,Agaricoid,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_10264,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;Inocybe;cincinnata,Inocybe,13,Symbiotroph,Ectomycorrhizal,Agaricoid,NULL,Highly Probable,Sensu stricto (Matheny 2009).,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Matheny PB. 2009. McIlvainea 18:11-21 ((https://namyco.org/docs/3_Matheny.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)),,,,,,,,,
ASV_10266,Fungi;Ascomycota;Sordariomycetes;Pisorisporiales;Pisorisporiaceae;Achroceratosphaeria;NA,Achroceratosphaeria,13,Saprotroph,Undefined Saprotroph,Microfungus,NULL,Highly Probable,Saprobic on wood or submerged decorticated wood (Réblová et al. 2015),Réblová M, et al. 2010. Fungal Diversity 43:75-84 ((https://doi.org/10.1007/s13225-010-0032-6)); Réblová M, et al. 2015 Persoonia 34:40-49 ((https://doi.org/10.3767/003158515X685544)).,,,,,,,,,
ASV_1027,Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Linnemannia;hyalina,Mortierellaceae,9,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Microfungus,NULL,Possible,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739)),,,,,,,,
ASV_10274,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Entoloma;juncinum,Entoloma,13,Pathotroph-Saprotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph,Agaricoid,NULL,Possible,NULL,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM/not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x; sensu stricto)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)) ((as ECM/not ECM)),,,,,,,,,
ASV_10275,Fungi;Calcarisporiellomycota;Calcarisporiellomycetes;Calcarisporiellales;Calcarisporiellaceae;Calcarisporiella;NA,Calcarisporiella,13,Saprotroph,Undefined Saprotroph,Microfungus,NULL,Probable,NULL,De Hoog GS. 1974. In: The genera Blastobotrys, Sporothrix, Calcarisporium and Calcarisporiella gen. Ed. Von Arx JA. Studies in Mycology 7:71-84 ((https://www.studiesinmycology.org/sim/Sim07/index.html)),,,,,,,,,
ASV_1028,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hymenogastraceae;Hymenogaster;luteus,Hymenogaster,13,Symbiotroph,Ectomycorrhizal,Gasteroid,Hypogeous,Possible,Common name - false truffle,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM/not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x; sensu stricto)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)) ((as ECM/not ECM)),,,,,,,,,
ASV_10280,Fungi;Ascomycota;Sordariomycetes;Coniochaetales;Coniochaetaceae;Coniochaeta;NA,Coniochaeta,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Microfungus,NULL,Possible,NULL,Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015); Damm U, et al. 2010. Persoonia 24:60-80 ((http://doi.org/10.3767/003158510X500705)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/:10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net)),,,,,
ASV_10285,Fungi;Mucoromycota;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis;isabellina,Umbelopsis,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_10289,Fungi;Ascomycota;Leotiomycetes;Helotiales;Dermateaceae;Cryptosporiopsis;NA,Cryptosporiopsis,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_10293,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena;NA,Mycena,13,Pathotroph-Saprotroph,Leaf Saprotroph-Plant Pathogen-Undefined Saprotroph-Wood Saprotroph,Agaricoid,NULL,Probable,NULL,Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)),,,,,,,,,
ASV_10294,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;NA;NA,Cortinariaceae,9,Symbiotroph,Ectomycorrhizal,Agaricoid,NULL,Probable,Ectomycorrhizal with woody plants, especially Pinaceae, Fagaceae and Salicaceae (Cannon & Kirk 2007),Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275),,,,,,,
ASV_10295,Fungi;Ascomycota;Lecanoromycetes;Caliciales;Caliciaceae;Calicium;glaucellum,Calicium,13,Symbiotroph,Lichenized,Thallus,NULL,Highly Probable,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,,,,
ASV_10296,Fungi;Ascomycota;Sordariomycetes;Magnaporthales;Magnaporthaceae;Pseudophialophora;NA,Magnaporthaceae,9,Pathotroph,Plant Pathogen,Microfungus,NULL,Probable,Species in this family cause rice blast and take-all; Usually necrotrophic on roots (Cannon & Kirk 2007),Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275),,,,,,,,,
ASV_103,Fungi;Ascomycota;Dothideomycetes;Mytilinidales;Gloniaceae;Cenococcum;NA,Cenococcum,13,Symbiotroph,Ectomycorrhizal,NULL,NULL,Highly Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_1030,Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;badia,Tomentella,13,Symbiotroph,Ectomycorrhizal,Corticioid,NULL,Highly Probable,NULL,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)),,,,,,,,,
ASV_10300,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Preussia;persica,Preussia,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_10305,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Massarinaceae;Exosporium;stylobatum,Massarinaceae,9,Pathotroph-Saprotroph,Plant Pathogen-Undefined Saprotroph,Microfungus,NULL,Probable,NULL,Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268),,,,,,,,,,
ASV_1031,Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Ascocoryne;NA,Ascocoryne,13,Saprotroph,Undefined Saprotroph,Tremelloid-Microfungus,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_1032,Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;expallens,Lecanora,13,Symbiotroph,Lichenized,Thallus,NULL,Highly Probable,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)),,,,,,,,,,,
ASV_10320,Fungi;Ascomycota;Sordariomycetes;Pisorisporiales;Pisorisporiaceae;Achroceratosphaeria;NA,Achroceratosphaeria,13,Saprotroph,Undefined Saprotroph,Microfungus,NULL,Highly Probable,Saprobic on wood or submerged decorticated wood (Réblová et al. 2015),Réblová M, et al. 2010. Fungal Diversity 43:75-84 ((https://doi.org/10.1007/s13225-010-0032-6)); Réblová M, et al. 2015 Persoonia 34:40-49 ((https://doi.org/10.3767/003158515X685544)).,,,,,,,,,
ASV_10321,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Occultibambusaceae;Brunneofusispora;NA,Brunneofusispora,13,Saprotroph,Wood Saprotroph,NULL,NULL,Probable,NULL,Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)),,,,,,,,,,
ASV_10333,Fungi;Mucoromycota;Mucoromycetes;Mucorales;Cunninghamellaceae;Absidia;cylindrospora,Absidia,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_10345,Fungi;Mucoromycota;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis;ramanniana,Umbelopsis,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_10347,Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Nemania;aenea,Nemania,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_10354,Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Sebacinaceae;Chaetospermum;NA,Sebacinaceae,9,Symbiotroph,Ectomycorrhizal,Coralloid,NULL,Probable,Terrestrial forming mycorrhizas with a wide range of plants including orchids, Ericaceae and liverworts as well as ectomycorrhizas with conifers and angiosperm trees (Cannon & Kirk 2007),Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275),,,,,,,,
ASV_1036,Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Sebacinaceae;Sebacina;epigaea,Sebacina,13,Symbiotroph,Ectomycorrhizal-Orchid Mycorrhizal-Root Associated Biotroph,NULL,NULL,Possible,NULL,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)); Weiß, et al. 2016. New Phytologist 211;20-40 ((https://doi.org/10.1111/nph.13977)) (various guilds),,,,,,,,
ASV_10368,Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Trechisporales_fam_Incertae_sedis;Sistotremastrum;suecicum,Sistotremastrum,13,Saprotroph,Undefined Saprotroph,NULL,White Rot,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_10374,Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Bankeraceae;Sarcodon;imbricatus,Sarcodon,13,Symbiotroph,Ectomycorrhizal,Hydnoid,NULL,Highly Probable,NULL,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)),,,,,,,,,
ASV_10377,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Blastobotrys;NA,Blastobotrys,13,Saprotroph,Undefined Saprotroph,Yeast,Its unusual metabolic flexibility allows it to use a wide range of carbon and nitrogen sources, while being thermotolerant, xerotolerant and osmotoler,Highly Probable,In the course of identifying alternative microorganisms for biotechnological interest, A. adeninivorans has already proved its strengthened competitiveness as a promising cell factory for many more applications.,Kunze G, et al. 2014. Biotechnology for Biofuels 7:66 ((https://doi.org/10.1186/1754-6834-7-66)),,,,,,,
ASV_10378,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Syzygosporaceae;Syzygospora;NA,Syzygospora,13,Pathotroph,Fungal Parasite-Lichen Parasite,Tremelloid,NULL,Highly Probable,NULL,List compiled by John Plischke III ((https://goodmushroom.weebly.com/uploads/5/7/1/7/57176535/fungi_on_fungi_pdf_lq.pdf)),,,,,,,,,,,
ASV_1038,Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;foetens,Russula,13,Symbiotroph,Ectomycorrhizal,Agaricoid,NULL,Highly Probable,NULL,Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)),,,,,,,,,
ASV_10381,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Clavariaceae;Ramariopsis;NA,Ramariopsis,13,Saprotroph,Undefined Saprotroph,Clavarioid,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
ASV_1039,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Tolypocladium;cylindrosporum,Tolypocladium,13,Pathotroph-Symbiotroph,Animal Pathogen-Clavicipitaceous Endophyte-Fungal Parasite,NULL,NULL,Possible,Endophyte detection method-culture (Gazis et al. 2014),Gazis R, et al. 2014. Mycologia 106:1090-1105 ((https://doi.org/10.3852/13-346)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Quant CA. 2014. IMA Fungus 5:121-134 ((https://doi.org/10.5598/imafungus.2014.05.01.12)),,,,,,,,,
ASV_10392,Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Nemania;changningensis,Nemania,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)),,,,,,,,,,
